,labels,responses
3214,NOT_SARCASM,"around the #McCain shark , broadly viewed as a #virtuous and shark , #Lindsey took on the patina of . But wherever the apex shark is , you find the Lindsey fish hovering about , the newest shark in the sea . Lindsey has a real draw to power — but he's found ..."
3215,NOT_SARCASM,You'd probably would get more engagement if you weren't laughably wrong . Who decides to troll when they sell out a ppv in under an hour .
3216,NOT_SARCASM,"Most definitely . I hate it that I won't make it to the service , but I plan on giving a huge hug when I see her !  ️ #RIPAllan"
3217,NOT_SARCASM,"Hmmm not too fast  . Marriage to them means / t linking 2 families , sharing in their joys , trials & tribulations . Plus boasting rights .. ah moyo aka inlaw  . New culture , language , distance & reciprocal acceptance was their fear not race per se . But #GenX is global   "
3218,NOT_SARCASM,"No Means No . It Doesn't Matter What Your Gender Is Or Anything Else . All Of This Is About "" Control "" . Sorry You Experienced The Fallout , Jon . It's Time Everyone Got Up To Speed With The True Meaning Of Equality : #Respect #Truth No Matter Who You Are ."
3219,NOT_SARCASM,"Enter for your Chance to Win big Too bit . ly2JrrJxR #PCH WINNER #PRIZE NBCnews , April 26th WIN $ 7,000 . 00 A week FOR LIFE I HOPE I CAN WIN $ 7,000 . 00 A Week FOR LIFE YES in it to win it all yes . give a high five yes"
3220,NOT_SARCASM,"If any of you in Chennai / Bangalore / Ooty would like to ADOPT a dog or cat , let me know please . I shall enable that for you . Today is a good day to change an animal's life    #adopt #adoptdontshop #adoptdontbuy"
3221,NOT_SARCASM,"? ? "" We must further improve our ability to forecast changing environmental threats and continually improve climate modelling predictions "" #QUESTION = How can that be True ? ? when you state = "" there is already abundant evidence available """
3222,NOT_SARCASM,did it ! ! u lucky ! I wish Crystal put me up !  Damn girl !
3223,NOT_SARCASM,#BestOfBothWorlds and a great time to be a comic fan . #Marvel and #DC
3224,NOT_SARCASM,Day thirteen of three hundred and sixty five . Australia bushfires : Carrots dropped from helicopters feed wallabies CLICK HERE ---> > >   #mmandmp_pro #retweet #rt
3225,NOT_SARCASM,gotta love 8 million followers now know about your new dish it's unimportant if they order it they'll remember how much they adore their particular favourite dish and visit during classicly quiet January #ifyoubuildittheywillcome #touché
3226,NOT_SARCASM,Thank you ! Likewise just like 41 years ago when the two countries were allies and practically bestfriends . Iranians want regime change and our only alternative leader is #RezaPahlavi God bless you and America ! #peace #humanity
3227,NOT_SARCASM,"Fresh Rain upon Australia . Fresh Rain upon Australia .. Fresh Rain upon Australia .. Fresh Rain upon Australia .. Fresh Rain upon Australia .. In the mty name of Jesus Christ , aamen .. #SaturdayMotivation #SaturdayVibes #Saturday"
3228,NOT_SARCASM," From One Spoonie Sister To Another ... - I'll Always Have Your Back , Always ! ! ! "
3229,NOT_SARCASM,And I can't wait to hear the rest of the cast  ️ 
3230,NOT_SARCASM,CAN'T WAIT TO SEE THAT  I KNOW ITS GOING TO HE
3231,NOT_SARCASM,So you're saying the world climate is doing exactly what it's been doing for millions of years ?
3232,NOT_SARCASM,My cousin was a piece of this trade
3233,NOT_SARCASM,"My time in Malaysia is a part of my life I will treasure forever . The people , everyone , were wonderful . I have never experienced such a caring and nurturing culture . I wanted to hug everyone . Reading the Twitter bios of the people who like this tweet makes me want go back ."
3234,NOT_SARCASM,"Thank you for clarification . I gathered it was the last port of call when all else was exhausted . However , I seem to remember that one of the many slogans banded about pre - #EURef2016 was #takingbackcontrol . Do brexiteers know that ECHR can still overrule UK law ? "
3235,NOT_SARCASM,"Thank you , SJ I'll add these recent RT'ers of my pinned tweet I appreciate your support ."
3236,NOT_SARCASM,Would love to receive a blessing from     what you are doing is Amazing ! ! ! $ RachelW 143 #Blessings
3237,NOT_SARCASM,Yeaah class what a contrast to other members LOL #meganandharry
3238,NOT_SARCASM,I'm also of the Welsh Government for rolling out #PrEP on the NHS in Wales ! ! They're setting a real standard which other governments will surely have to follow  󠁧 󠁢 󠁷 󠁬 󠁳 󠁿  
3239,NOT_SARCASM," Thank you very much Beloved Heather  #ShabbatShalom , #Blessings and much to you and yours dear achoti   ️"
3240,NOT_SARCASM,Great start to the year and increasing and quite a #choice for your customers
3241,NOT_SARCASM,Thank you for keeping me in your prayers . #God bless you and may the light of #God's heart continue to guide us ALL forever going forward ! Ezekiel 36:26 #PRAYER
3242,NOT_SARCASM,It was a great pleasure and privilege to work with  
3243,NOT_SARCASM,"And half the country has no idea WTF your calling um . cannot wait to use it later , I've someone in mind   "
3244,NOT_SARCASM,I still think  is still upset over the loss of his soul mate from the #Patriots it really set him back . I feel bad for him . Mr Kraft needs to bring them back together #pride
3245,NOT_SARCASM,"Yes , thank you ! I sent it to my friends and family too !  ️ #RenewAnneWithAnE #AnneWithAnE #Netflix"
3246,NOT_SARCASM,Thanks for the suggestions ! I will start looking them up as soon as I finish my current reads !
3247,NOT_SARCASM,RUenjoying the #FEECTING ? information on the elite sex slave network  via
3248,NOT_SARCASM,"Joking about a time and incident that made someone lose her hair , go to the hospital for anorexia , nearly suicidal , and being called a porn star in public certainly doesn't make him a #person , though . Like , I can't think of a time I joked about that with someone I know ."
3249,NOT_SARCASM,"LOL When I took my test I was worried about parking when I returned to the DMV lot because it was very crowded . When I turned into the lot there was a beautiful empty parking spot right in front of me , did not even have to turn the wheel , just pulled right in ! !"
3250,NOT_SARCASM,"As a Alberta taxpayer , I'm ok with this . The cost of doing business is higher in Alberta . Family physicians work hard for the care of their patients . Therefore we should respond in kind and support them and our health . #harmreduction"
3251,NOT_SARCASM,Very disappointed . I wrote a great article ( even if I say so myself ) re Muirfield . Edition 35 of . Have a look . Must have been at my best editorially that month . #ladyfriendlygolf
3252,NOT_SARCASM,""" Those who guard their mouths and their tongues keep themselves from calamity "" ( Pr 21:23 NIV ) . #grace"
3253,NOT_SARCASM,You better get things in order lovely ladies ... I'm comin atcha on Friday   ️
3254,NOT_SARCASM,Let you start focusing on what you can do today instead of just thinking what you have to do tomorrow . Let you begin to do one small thing everyday on which you can #feel or #congratulate yourself  #WednesdayWisdom
3255,NOT_SARCASM,Exactly an eye for an eye . I love island but am gutted to see this
3256,NOT_SARCASM,All that #God has given Was not given just for naught For has the ability To do everything we aught
3257,NOT_SARCASM,Lock Haven where i was born Hershey #Pennsylvania #HomeSweetHome of the stuff #Philly Steak with the PA has some wonderful course s
3258,NOT_SARCASM,"Echoing , I am so grateful you , Michelle are in my life ; you have brought me and I wish you a super 2020 #happynewyear"
3259,NOT_SARCASM,"Yeah but can Stephen Jones also be classed as too please , just from a pure entertainment stance"
3260,NOT_SARCASM,"I have a pair ... everything has a hint of yellow , Swiss lens , pretty expensive but no eye fatigue . Love them and won't be going back ."
3261,NOT_SARCASM,Dylan can I politely ask are you normal ? ? ? do you accept #BREXIT ... ps you cut me I bleed working class
3262,NOT_SARCASM,"Created 2 #create every time I create it creates me #Dresscode Style 2me , is an extension of ones #personality personal self on vibes Vision & Trend tune 2the rhythm is born"
3263,NOT_SARCASM,"ME #TOO SIS KATHY THE FOR YOU , , YOUR ARE    "
3264,NOT_SARCASM,"Y'all need to be able to see my likes , so you make sure you get the content"
3265,NOT_SARCASM,Robin needs help believes dropping bombs for 8 years straight is okay . you need help or attention buy a Puppy Dog . In the meantime stay in bed we got this covered just like your eyes Q
3266,NOT_SARCASM,"The source of Joy lives in your heart , connect with it You will overcome pain / hurt Wish you Joy"
3267,NOT_SARCASM,"Honestly LAW , is there anything you can't do ? ? ? #talent #beauty"
3268,NOT_SARCASM,"This house used to call my attention when I didn't own it . I would drive by and think , that's place . It was not even for sale . The women approached our real estate agent to see if we wanted to exchange houses . We did . Very odd transaction ."
3269,NOT_SARCASM,"True .. We are all being of "" Love those who love you . Love those who love you not . Love those who hate you . Love those who hate you not . Love them until they love you back , and when they love you back , LOVE THEM MORE ! "" Heard the sometime back & loved it ! #WednesdayThoughts"
3270,NOT_SARCASM,"that is , love me some #PinkPanther The show was awesome back in the day ."
3271,NOT_SARCASM,Look ! What a cute kitty I met last summer :) #kitty #summer
3272,NOT_SARCASM,You really are the #sweetest  ️ Yes  ️  ️  ️  ️ ️ would make it a day ️ ️ ️ ️ ️ ️
3273,NOT_SARCASM,"So when u trade in after 3 years , that balloon payment will not go against you ? Ending up taking a cheaper car"
3274,NOT_SARCASM,Say hi to Cal ! Cal is barely one year old . Cal and his owner were surrounded by ten cops earlier this week who told them they must move . They were originally in an alleyway but moved onto the sidewalk after getting banished from the alley . Where do they go now ? #puppy
3275,NOT_SARCASM,We ate 3/4 of a kilo of tortilla just now . Manchego and caramalized red peppers .
3276,NOT_SARCASM,Thank you Guetty for putting me on your #AwesomeList with all your #AwesomeFriends and I wish everyone an day !
3277,NOT_SARCASM,"#CBT therapy through #CAMHS really did help my Child's #SchoolPhobia & it took 2 yrs to get medication for her School ANXIETY , once she left School with her 2 main GCSEs , she's V happy in work from age 16 , no college . A Grafter & very independent Im so"
3278,NOT_SARCASM,May we ALL say NO to this evil ways of this wicked world & rather say YES to #God and His good will.May the sincere will of #God's heart be UPON & WITHIN us ALL from today going forward ... Ezek . 36:26 #PRAYER
3279,NOT_SARCASM,Absolutely sensational Danielle so professional love it Danielle #talented and my favourite     
3280,NOT_SARCASM,i never even thought about the double dipping .   ‍  ️
3281,NOT_SARCASM, Thank you Find a Guide who can tell you what life is all about
3282,NOT_SARCASM,Haha ! Thanks ! I appreciate your daughter ! She's a good role mod for mine !
3283,NOT_SARCASM,* heh * yeah - now go and watch Messiah on Netflix - #edgeofyourseat #MessiahNetflix
3284,NOT_SARCASM,"Yeah it would , gsp is still in his prime and would wreck necessary ."
3285,NOT_SARCASM,"The Congress is a party for Hindus , Muslims , Christians , Jews , Sikhs , Parsis . We are a party for everyone . That is what we were created for . Our leaders , workers , voters come from every religion . #IamCongress &"
3286,NOT_SARCASM,"As I walk back through the dark alley , I still hope I'll hear you call , I know I know that is not to be , You don't need me , after all . #Lonely"
3287,NOT_SARCASM,"So #please , #demonstrate the #success and of your by them the . Im sure you might find something like the you just essentially and on no less ! !  "
3288,NOT_SARCASM,It what we get for not getting to # 1
3289,NOT_SARCASM,"And , in that act of human bonding , we both extinguish hatred , which is nothing but the darkness of the soul . #Violence #Peace #Hatred"
3290,NOT_SARCASM,"What the world will give us is a beating , evidence being the vulnerable in our hospitals & institutions who're assaulted , sworn at & humiliated by our "" finest "" doctors and nurses . What #Christ #Jesus will give us is #love-a Spirit of eternal for ALL ! Ezekiel 36:26"
3291,NOT_SARCASM,"God IS ... He IS THE #FATHER OF #JESUSCHRIST , WHO SITS AT THE OF GOD ."
3292,NOT_SARCASM,"This is beautiful , dearest Arina ! Very meaningful words . Thank you so much for sharing , my friend !  #kindness #gratitude"
3293,NOT_SARCASM,Lost #poetry from the #book Things Happen Available Now at  #poetrycommunity
3294,NOT_SARCASM,3/3 And to the haters . #Resist You are missing out of the and of just loving the most epic POTUS of your lifetimes . Relax . Everything is AMAZING ! The #MSM has only lied to you and made you all hysterical . Look around . It's the Be proud and happy
3295,NOT_SARCASM,"Hmmm not too fast  . Marriage to them means / t linking 2 families , sharing in their joys , trials & tribulations . Plus boasting rights .. ah moyo aka inlaw  . New culture , language , distance & reciprocal acceptance was their fear not race per se . But #GenX is global   "
3296,NOT_SARCASM,Bardot finally did what I could not . She got Fierce suspended . She is prodigious . Twitter findom police enforcement is her calling .
3297,NOT_SARCASM,Me too - I've preordered the deluxe edition - the  always deliver great albums .
3298,NOT_SARCASM,"Elon is probably 1/500 M people . Bezos , probably more like 1/50 M . That's the difference ."
3299,NOT_SARCASM,Here's my ticket #COOL-20200108-360991 . It has been off for more than 24 hours now . I have had no feedback yet today .
3300,NOT_SARCASM,", come back !  Nah Bro , we only travel in #XDirection I got #BigEndian #Obesity over F'd or Line + 1Bullet Fire . death to America , March Forward ! on , "" NoInterMarry based on Percentile "" !"
3301,NOT_SARCASM,She gave up her family for him and He has stood by her ( against their wishes ) ... #MuchRespect
3302,NOT_SARCASM,"#Shalom , I appreciate your kindness and graciousness , dearest achi Gian . Thank you for always making me feel welcome . You are a true #blessing . These days sometimes life gets in the way of me being here but it is #so to be    "
3303,NOT_SARCASM,"This isn't really the most intellectual of statements either . Or helpful . And half of it isn't even yours , you just found something and present it to the world like look at me I'm so clever ... / pats head awww #adorable"
3304,NOT_SARCASM,"Oh honey , what a beautiful greetings , you too Ahuvi have a blessed beautiful day , almost Shabbat     #WE #Coffee "
3305,NOT_SARCASM,#IKR ! ! I have my doubts about her sex just like the questions I have about her illegal status even BEING in #USA let alone being in our #WhiteHouse ! Lets not forget all those languages she speaks & her huge brain ! ! What a ! It'd be funny if it weren't so tragic 4 USA
3306,NOT_SARCASM,"Release some endorphins and listen to , the new album from "
3307,NOT_SARCASM,  Thanks for sharing your Let's make #2020 the year of #MagicalLearning
3308,NOT_SARCASM,"Indeed , but my interest is in arguments that goes like this : Jamila would not be able to be a writer if there was no "" ground reading provided "" ? How does one arrive to that conclusion , logically ? Is it generalizable ? That if you are not ' well-read ' , you cannot be a ( good ) writer ?"
3309,NOT_SARCASM,Well I made enough to feed a family of 7 so come on over . #fireroastedtomatoes
3310,NOT_SARCASM,Lock Haven where i was born Hershey #Pennsylvania #HomeSweetHome of the stuff Steak with the PA has some wonderful course s
3311,NOT_SARCASM,"Forgot the Mexicans . Sorry Aunt Rosa .   Yes , Peeps Yo Hablmas Espanol , y Engles ! There are Good and Bad in every Race Color and Creed !   "
3312,NOT_SARCASM,"Fir all their talks about being #progressive , #fair n ... The Mahs are the most regressive lot rn in the show . Atleast the RVs don't want to wash their hands off their daughter ASAP . But hey ! Mishti ki toh bidaai v nhi hogi ... That's breaking stereotypes I guess ."
3313,NOT_SARCASM,"Yes indeed , kittens are so adorable ! And fearless !   Hope you're having a day #blessed with #Shalom dearest achoti Beth    ️"
3314,NOT_SARCASM,"I've actually washed the lot . It's taken a while , but I got there ."
3315,NOT_SARCASM,"The source of Joy lives in your heart , connect with it You will overcome pain / hurt Wish you Joy"
3316,NOT_SARCASM,"Oh my god i have just realised your name is an anagram of "" I love President Trump "" who would have guessed that"
3317,NOT_SARCASM,Thank you for the . Here's some more folks I'm passing some too . 
3318,NOT_SARCASM,Omg ! How freaking awesome you'll be flying on  in 2023 ! Talk about happiness .. this is truly a situation .
3319,NOT_SARCASM,Jack was a really confident performer who was so clear and delivered some brilliant lines with swagger and humour ! Impressive stuff ! #amazingchildren #makingmemories
3320,NOT_SARCASM,"#Add : I #avoided replying directly to her as : - She's a good following is doing a lot of overall - There are #few , well meaning ( if here , poorly delivered ) antifeminist   ️  around - Signs of her  ️  ️ - Avoid dmging her to her followers ."
3321,NOT_SARCASM,"Been told by close family that it's "" just another label for you """
3322,NOT_SARCASM,"Omg adorable ! ! ! Nah you have to tend to get needs , as you noted she is a princess ! !"
3323,NOT_SARCASM,Phone us on : 01707 876 191 for a private viewing or any enquires . #wedding #happyday #bride
3324,NOT_SARCASM,"? ? "" We must further improve our ability to forecast changing environmental threats and continually improve climate modelling predictions "" #QUESTION = How can that be True ? ? when you state = "" there is already abundant evidence available """
3325,NOT_SARCASM,"What a beautiful gesture . So much bad news , we need to celebrate the goodness and kindness of folk such as Dave . #admiration #respect "
3326,NOT_SARCASM," "" One cannot think well , well , sleep well , if one has not dined well . "" - Virginia Woolf     #capetown #food #travel ( pic Beef Fillet Stroganoff  by  )"
3327,NOT_SARCASM,Reckon this guy was a Head of Creative
3328,NOT_SARCASM,I see them . Strength and every day for you . Like these pure Souls 
3329,NOT_SARCASM,"As tweeted before , the Western world has been looking at the Chinese Characteristics with a seriously biased Western-centric mind-set & view , therefore seriously underestimating its potential & power , of both & # bad part of the Chinese Characteristics , even today"
3330,NOT_SARCASM,"and #Uplifting ! Seldom do I find books or authors with the ability to reach us via our hearts and minds . This is one of the rare exceptions . The author connects with the reader not just through religion but also through spirituality "" - Reviewer"
3331,NOT_SARCASM,"What #TempoMajorityFixed wanted to deny is "" the presupposition is ture . "" #NbclMaclTheory #TempoMajority and Integrity   Austerity  "
3332,NOT_SARCASM,Oh also all references should be image based ! Good luck ! #ffxiv #artcommission #artgiveaway
3333,NOT_SARCASM,We did indeed   of every single one of them girls .
3334,NOT_SARCASM,Go and talk to Melania and see if you can fix her bs campaign .      You are so full of it .
3335,NOT_SARCASM,I'm going to start a #pimpmynatarchivecard consortium . Like a dating site for insatiable researchers of many documents with folks who want to pop over to Kew and chat history over a coffee      ️ ️
3336,NOT_SARCASM,"Thank you , I've seen this ! Still stunned , £ 39 ! ! When was the last time the figure of £ 39 was reviewed by   ?"
3337,NOT_SARCASM,This may be the only tweet ever with the hashtags #PowerPoint and used together !
3338,NOT_SARCASM,"Atheists casting judgement they learned from the people they despise .. a sad sight . I say this out of love , I do not believe in God , but I love a heart that does . How can you scorn a person for wanting to love and be loved ? Hate is a disease . is real ."
3339,NOT_SARCASM,"So , not only does #writing give me enormous waves of pleasure , it is actually therapeutic and offers my over-filled brain some release . I never feel more free than when I can lose myself in my character's stories and lives . #escapism #life"
3340,NOT_SARCASM,You want them to go to countries which aren't communist & have defeated ISIS & Al Qaeda ?
3341,NOT_SARCASM,"Most definitely . I hate it that I won't make it to the service , but I plan on giving a huge hug when I see her !  ️ #RIPAllan"
3342,NOT_SARCASM,"DEMning leaders = "" diversity is our strength "" vs intelligence #SF #ca12 #NYC"
3343,NOT_SARCASM,The caps are say goodbye to open containers ! - love it .
3344,NOT_SARCASM,"I second that , Patricia . * * * I actually ' teared up ' with pure joy & pride * * * with so much going on , in our amazing nation , & in the world ... our 1st lady Melania  continues to be a "" LIGHT OF JOY "" in America ! ! ! I am in awe of her focus & determination ! ! !"
3345,NOT_SARCASM,#AsimRaiz is Alone enough for whole gang of Creeps of Shukla   
3346,NOT_SARCASM,"I don't know anything about baseball , but I do know about living in an overpriced town overrun by people who are just pretenders . Perhaps we should stop supporting them . Just a thought & much to you Maia !"
3347,NOT_SARCASM,"Bless you brother it is our honor and duty ... We have a whole team of amazing experiencers , savants & healers & PSI practitioners and students .  has been my training partner and partner in crime from the beginning ! All of our help to others is always free !"
3348,NOT_SARCASM,Thank you keep sharing your it all truly matters . #WorldPeace together strong !
3349,NOT_SARCASM,Very simply put the of #CHRIST #JESUS is the last #HOPE going forward for us ALL today !
3350,NOT_SARCASM,Perhaps you missed the weekly ISIS attacks all o er the globe under Obama ? #london #paris #belgium Parliament Markets ...
3351,NOT_SARCASM,Day Eleven of three hundred and sixty five . CES 2020 : Samsung's invisible keyboard for smartphones Click for full story --->   #mmandmp_pro #retweet #rt
3352,NOT_SARCASM,"Yes the focus on a fair trial ( witnesses / docs ) and look at the new evidence ... Senate GOP will pay a price in the election if they don't hear the evidence out and take seriously their oath . #She ,  is"
3353,NOT_SARCASM,"I thought I would only apply such words to Keanu Reeves , the epitome of human decency . But now I have Tulsi and Yang to add to the mix . #Tulsi2020 #Yang2020 #KeanuReeves"
3354,NOT_SARCASM,"this so called "" Britney song "" is a complete rip off and would drag Britney's fake blond clip tresses into the nearest court for plagiarism and she would win is one of those rare unique songs . the person who "" claims "" to have written it is a thief & LIAR"
3355,NOT_SARCASM,Thankyou everyone  ️ we have a fantastic team of nurses and doctors who have all worked really hard to maintain our accreditation   #nurses
3356,NOT_SARCASM,it takes a women conference to bring the change  
3357,NOT_SARCASM,i hope you'll remember this even 10 years from now 
3358,NOT_SARCASM,"There are many contradictions in the #Bible , mostly between the OT & NT . Some people claim to be a #Christian , but adhere to / quote mostly OT verses ( the law ) , which #Christ said He came to fulfill , but in the NT . Christ's New Commandment of is both easier & harder to obey ."
3359,NOT_SARCASM,Fabulous night filled with sweet and peaceful dreams dear friends . Sleep well and leave your worries behind . Remember tomorrow will be a wonderful day .      #peace and #prayers
3360,NOT_SARCASM,"#wow say it isn't so .. Russian Interference , that THE Clinton Foundation bought and paid for .. In the name of #LIGHT and #openyoureyes"
3361,NOT_SARCASM,your Tweet has nothing to do with LOVE soplease get this out of your profile and STOP lying there will be no war except that of which is in your head . You better get that sorted out first B4 you go Tweeitn such BS carry on we will send you Hot Chocolate and Blankets 
3362,NOT_SARCASM,"Could only be Paul McCartney , most successful composer ever , fact #legend #Macca"
3363,NOT_SARCASM,Still go it somewhere - first bloke in England to request the album they said !
3364,NOT_SARCASM,Hi friend Julie I can always use coffe but it is way too late in Asia for that !
3365,NOT_SARCASM,Thank you for thinking of me Lily and I wish you an day
3366,NOT_SARCASM,But it sure is an foundation course ! As a doctor of Acupuncture and Oriental medicine w / 6 years of Oriental medical school under my belt and 3 decades of professional / teaching experience I am aware that learning is a process and that this CAN be done ! #Peace Sherry !
3367,NOT_SARCASM,"Thanks for the reply , means a lot to me . I don't miss your youtube videos . It has really helped me to understand political science and philosophy at a much deeper level . You explain complex theories and history without making it difficult to grasp . You are a True Teacher"
3368,NOT_SARCASM,Thank you dear Elka . It will test me the most difficult part of my life . But while my John is still with me there is still hope .      #life #fuckC
3369,NOT_SARCASM,Let the #world shower your with #birthday and that feel for their
3370,NOT_SARCASM,Thank you Coach Cap . You tought me a lot and I'm forever grateful.Will come by and see you soon . Don't be good be
3371,NOT_SARCASM,You need change so you voted for the party that's been in power for 9 years ?
3372,NOT_SARCASM,Yes . I need to ask for a coffee .
3373,NOT_SARCASM,"me EITHER ! ! she's v annoying , so naturally , peter likes her . #TheBachelor"
3374,NOT_SARCASM,Let's hear from a teacher who completed CFG workshops from the Holy Family Primary School in part 3 of this 3 part series . #GiveTheGiftOfConversation #JDFoundation #JMMB
3375,NOT_SARCASM,Dylan can I politely ask are you normal ? ? ? do you accept #BREXIT ... ps you cut me I bleed working class
3376,NOT_SARCASM,We are simply the best Family Twitter ever Created . All thanks to for her great and powerful message . Know Your Worth . #FAMILY
3377,NOT_SARCASM," ️ Thanks , hope your New Year holds #happiness and throughout the year    "
3378,NOT_SARCASM,My All So So Def Remix Bringing On The Heartbreaker with Dave Navarro Someday with Dave Navarro Make It Happen . Giving Me Life Dreamlover / Remix Sweetheart Always Be My Baby / Remix Till The End Of Time I Still Believe Almost Home We Belong Together
3379,NOT_SARCASM,"Like , I'm glad like , you said it , like because I like , was like thinking like the same thing . Like if I had like a dollar , for every like , like that he ever like uses ... I'd like be like Bernie Rich ."
3380,NOT_SARCASM,Thank you for putting on your #AwesomeList Shenae I'm a bit behind on these tweets but wish you an day !
3381,NOT_SARCASM,Thank you ! and always have wonderful surprises in store for you ! I'm so happy you enjoy #mrsflores . It's a joy to voice her . #animation #voiceover
3382,NOT_SARCASM,"Amazing that you have different accents , what a unique place Liverpool is"
3383,NOT_SARCASM,"both Correct , The Romans used Crucifixion to execute people , Bcuz many innocents were killed by this method , humans carried it as symbol of for the #innocents killed on it Including Christ ! That is why Dr . Guillotine invented his blade to by severing the spine make it painless"
3384,NOT_SARCASM,Day Seven of three hundred and sixty five . Hyper lapse of JCB agricultural machinery at the    #mmandmp_pro #retweet #rt
3385,NOT_SARCASM,"I need to extend an invitation to you to speak in Haiti , Jamaica and the United States ! You would do a phenomenal job !"
3386,NOT_SARCASM,Exactly an eye for an eye . I love island but am gutted to see this
3387,NOT_SARCASM,"eyes watering from intense coughs airway's clearing well today :) #PuffPuffPass anyone ? it don't time out , so take ya time about connecting & spreading the #GoodVibes that come with #Peace & live at"
3388,NOT_SARCASM,My back door blew open . I watched my mobile greenhouse shoot across the garden . I've just been outside again to weight down the furniture covers which all looked like they were about to take off . Oh and the greenhouse is now propped up with a brick because a wheel fell off .
3389,NOT_SARCASM,I'm out today & it's still nice
3390,NOT_SARCASM,"I hear you ... #Truth is , nobody's all or all #bad . I've voted with those who I could barely stand next to and have opposed ( on issues , not principles ) those who I adore . Both can teach us valuable lessons . Both can break our hearts . My #Thursday thought ."
3391,NOT_SARCASM,Lolol that's truly the only way to appropriately celebrate ... I'm   
3392,NOT_SARCASM,You're wonderful Shenae ! Thank you & here is more for the #AwesomeList to follow . Hugs & a big kiss
3393,NOT_SARCASM,I see them . Strength and every day for you . Like these pure Souls 
3394,NOT_SARCASM,I will always read about & #freedom Aaron ! It sounds like you have quite a unique book here filled with twists & turns to make people think . Awesome ! I wish you & your books the absolute best !
3395,NOT_SARCASM,"That's where I started first with too . on vinyl , Make It Big on cassette lol I bought Make It Big from my own pocketmoney , but my actual first cassette was Stevie Wonder , Signed , Sealed Delivered album . I still love that album ."
3396,NOT_SARCASM,"Awe , great to see photos no matter where they are ! Stay warm during our little snow storms ! ! !"
3397,NOT_SARCASM,The source of Joy is Christ who lives in your heart Realise you're never alone Wish you Joy
3398,NOT_SARCASM,He is a top bro and does his own washing . Our hooman mummy is very proud . She misses him too   #Independent #son #brother
3399,NOT_SARCASM,comforting - the grace with which you are giving back to society shows that you have grown up . Keep it up and all the best in 2020 ! #thankyou
3400,NOT_SARCASM,Day thirteen of three hundred and sixty five . UK Somalis ' racially profiled ' over FGM CLICK HERE ---> > >   #mmandmp_pro #retweet #rt
3401,NOT_SARCASM,They are fuked and they know it . POTUS Trump is a Master Strategist .  in #American #History Our Military is the strongest it has ever been . Our economy is the best on the planet . Sanctions are crippling the iranian economy . POTUS has offered iran an olive branch .
3402,NOT_SARCASM,So how do we get up country from the far Southwest ? You're opposed to high-speed rail links so I'm guessing we'll have to drive . I'm guessing you live in a large metropolitan area with little need to travel and easy access to fantastic public transport
3403,NOT_SARCASM,He will never think before twitting . Because his name is #RAHUL . & RAHUL never thinks before speaking or twitting like our #RAHULgandhi
3404,NOT_SARCASM,I hope you will get a comeback as your birthday gift since I need a new track !
3405,NOT_SARCASM,"Pretending 2 hold u up , when they in fact , r at the same time holding u back ! ! ! Interesting  XOX  OXO #SaturdayThoughts #life #live"
3406,NOT_SARCASM,I appreciate Your connection Thank you  Everything you do Everyone you connect to Has nothing to do with Recovery You recover from your flu You #overcome #selflove #mentalwellness * Keep doing what makes you
3407,NOT_SARCASM,"The subtitles during that montage read "" demonic laughter "" #BachelorNation"
3408,NOT_SARCASM,"What a great feeling ! I got my friend out running regularly this year too , she just completed her first parkrun this morning #ukrunchat"
3409,NOT_SARCASM,Absolutely Kriti  Let's shift our focus on and #peace  #BeAnEncourger REMEMBER Every Act of grows the spirit and Strengthens the Soul .. ! !
3410,NOT_SARCASM,"Well I'm excited either way since Uncle Charlie does fyah videos . So we'll see . But remember Wake Up in the Sky had an animated cover but def wasn't . So I'll look at it as , B bout to bring that magic he does so well !  Again more new music from B comin in 10 days ! "
3411,NOT_SARCASM,"On the contrary , we're just not garbage mouths . Well Will is , because he apparently likes white chocolate ... I might be the only person alive , that has the food taeks"
3412,NOT_SARCASM,... the abovementioned and absurd #legal stipulation is based on the equally ridiculous 1974 #ammendment to the #constitution which effectively gave the to legally define and categorize as and non by a mere ...
3413,NOT_SARCASM,I ain't hating the player bro I'm hating on the game    you really ain't make no sense & blew up . #goals
3414,NOT_SARCASM,May the #HOPE of #God's heart be UPON us ALL and WITHIN us ALL without delay ! Ezekiel 36:26
3415,NOT_SARCASM,"Ursula thanks bless #MindsetReset #Smile Lovely in blue , colour blue is for peace and is even the colour of our water , plus all living things on the planet is dependent on . Plus does it ring a bell or how about once in a .. be brief With blue get glued"
3416,NOT_SARCASM,"In past , when did stuff did not like , latter would complain endlessly AFTER THE FACT . That way appears WEAK ... NOT appealing to voters ! Instead , she now formalized the complaints ahead of time in the media . is a at changing the game !"
3417,NOT_SARCASM,They're in demand here with our summer rolling blackouts .
3418,NOT_SARCASM,"Yes , I just did ! They're absolutely and I liked your writings too !   Have a #blooming & #HappyWednesday !"
3419,NOT_SARCASM,... one has to know their place in the hierarchy of pedicures and dry cleaning responsibilities
3420,NOT_SARCASM,We won the every game morgan played up top lol could argue he shouldve played at ibrox instead of johnston ? ? He was never playin again after the Cluj away game . A fine signing but his times been up for a solid year now for me 
3421,NOT_SARCASM,"That's ok . I struggled for years , and I decided to openly talk about my struggles . If we all spoke out , shared and cared , we'd all be in a better place . Thank you for opening up . You've made a massive step . Thank you "
